Epoch	Stage	Loss	Sensitivity	Specificity	AUC - promoter	AUC - nonpromoter active	AUC - nonpromoter inactive	AUC - random
201	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
201	valid	1.12, 1.24, 1.18, 1.04	0.85, 0.60, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.81, 0.81, 0.79, 0.84	0.84, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
202	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
202	valid	1.12, 1.24, 1.19, 1.04	0.85, 0.60, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.81, 0.81, 0.78, 0.84	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
203	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
203	valid	1.11, 1.25, 1.19, 1.04	0.86, 0.57, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.89, 0.90, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
204	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
204	valid	1.11, 1.27, 1.19, 1.04	0.86, 0.54, 0.70, 1.00	0.85, 0.96, 0.89, 1.00	0.91, 0.89, 0.90, 0.95	0.79, 0.79, 0.76, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
205	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
205	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.58, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
206	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
206	valid	1.11, 1.26, 1.19, 1.04	0.86, 0.56, 0.69, 1.00	0.85, 0.96, 0.89, 1.00	0.91, 0.89, 0.90, 0.95	0.80, 0.79, 0.77, 0.82	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
207	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
207	valid	1.11, 1.25, 1.18, 1.04	0.85, 0.57, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
208	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
208	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.57, 0.71, 1.00	0.87, 0.96, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
209	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
209	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.56, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.79, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
210	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
210	valid	1.11, 1.24, 1.19, 1.04	0.85, 0.60, 0.70, 1.00	0.86, 0.95, 0.90, 1.00	0.91, 0.89, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
211	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
211	valid	1.12, 1.27, 1.18, 1.04	0.85, 0.54, 0.72, 1.00	0.86, 0.96, 0.88, 1.00	0.91, 0.88, 0.89, 0.94	0.79, 0.79, 0.76, 0.81	0.85, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
212	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
212	valid	1.11, 1.26, 1.19, 1.04	0.86, 0.56, 0.69, 1.00	0.85, 0.96, 0.90, 1.00	0.91, 0.89, 0.90, 0.95	0.79, 0.79, 0.77, 0.81	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
213	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.97, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
213	valid	1.11, 1.26, 1.19, 1.04	0.85, 0.56, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.80, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
214	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.97, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
214	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.56, 0.72, 1.00	0.86, 0.96, 0.88, 1.00	0.91, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
215	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.97, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
215	valid	1.11, 1.26, 1.18, 1.04	0.85, 0.56, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
216	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
216	valid	1.12, 1.24, 1.18, 1.04	0.84, 0.59, 0.72, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
217	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
217	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.58, 0.71, 1.00	0.86, 0.95, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.80, 0.80, 0.78, 0.82	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
218	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.97, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
218	valid	1.13, 1.24, 1.18, 1.04	0.83, 0.59, 0.73, 1.00	0.88, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.93	0.81, 0.81, 0.78, 0.83	0.84, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
219	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
219	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.58, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
220	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
220	valid	1.12, 1.25, 1.17, 1.04	0.83, 0.57, 0.73, 1.00	0.88, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.93	0.80, 0.80, 0.78, 0.82	0.85, 0.80, 0.84, 0.90	1.00, 1.00, 1.00, 1.00
221	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
221	valid	1.12, 1.24, 1.18, 1.04	0.84, 0.60, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
222	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
222	valid	1.12, 1.24, 1.19, 1.04	0.85, 0.60, 0.70, 1.00	0.87, 0.95, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
223	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
223	valid	1.12, 1.24, 1.18, 1.04	0.84, 0.60, 0.72, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
224	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
224	valid	1.12, 1.25, 1.17, 1.04	0.84, 0.57, 0.73, 1.00	0.88, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.85, 0.80, 0.85, 0.90	1.00, 1.00, 1.00, 1.00
225	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
225	valid	1.11, 1.24, 1.20, 1.04	0.85, 0.60, 0.69, 1.00	0.86, 0.95, 0.90, 1.00	0.91, 0.89, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
226	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
226	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.58, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
227	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
227	valid	1.11, 1.26, 1.18, 1.04	0.86, 0.56, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.89, 0.90, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
228	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
228	valid	1.12, 1.24, 1.19, 1.04	0.85, 0.59, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.80, 0.78, 0.83	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
229	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
229	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.58, 0.72, 1.00	0.87, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
230	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
230	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.57, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
231	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
231	valid	1.11, 1.25, 1.19, 1.04	0.85, 0.59, 0.70, 1.00	0.86, 0.95, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
232	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
232	valid	1.11, 1.26, 1.20, 1.04	0.87, 0.55, 0.68, 1.00	0.84, 0.96, 0.90, 1.00	0.91, 0.89, 0.90, 0.95	0.79, 0.79, 0.76, 0.81	0.83, 0.78, 0.83, 0.87	1.00, 1.00, 1.00, 1.00
233	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
233	valid	1.11, 1.27, 1.18, 1.04	0.86, 0.54, 0.71, 1.00	0.86, 0.96, 0.88, 1.00	0.91, 0.88, 0.89, 0.94	0.79, 0.79, 0.76, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
234	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
234	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.57, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
235	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
235	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.57, 0.73, 1.00	0.87, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
236	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
236	valid	1.11, 1.26, 1.20, 1.04	0.87, 0.56, 0.69, 1.00	0.85, 0.96, 0.90, 1.00	0.91, 0.89, 0.90, 0.95	0.79, 0.79, 0.77, 0.81	0.83, 0.78, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
237	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
237	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.58, 0.71, 1.00	0.86, 0.95, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
238	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
238	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.58, 0.71, 1.00	0.87, 0.96, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
239	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
239	valid	1.12, 1.24, 1.19, 1.04	0.84, 0.61, 0.70, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.81, 0.78, 0.84	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
240	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
240	valid	1.12, 1.24, 1.18, 1.04	0.84, 0.60, 0.72, 1.00	0.88, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
241	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
241	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.58, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.82	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
242	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
242	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.56, 0.71, 1.00	0.86, 0.96, 0.88, 1.00	0.91, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
243	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
243	valid	1.11, 1.27, 1.19, 1.04	0.86, 0.53, 0.71, 1.00	0.85, 0.96, 0.88, 1.00	0.91, 0.88, 0.90, 0.94	0.78, 0.78, 0.76, 0.80	0.84, 0.78, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
244	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
244	valid	1.11, 1.26, 1.19, 1.04	0.86, 0.56, 0.70, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.90, 0.94	0.80, 0.79, 0.77, 0.81	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
245	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
245	valid	1.12, 1.23, 1.19, 1.04	0.83, 0.61, 0.71, 1.00	0.88, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.93	0.81, 0.81, 0.79, 0.84	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
246	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
246	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.57, 0.72, 1.00	0.87, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
247	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
247	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.58, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
248	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
248	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.55, 0.72, 1.00	0.86, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
249	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
249	valid	1.11, 1.25, 1.19, 1.04	0.85, 0.57, 0.70, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.90, 0.94	0.80, 0.80, 0.77, 0.82	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
250	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
250	valid	1.12, 1.24, 1.19, 1.04	0.85, 0.59, 0.70, 1.00	0.86, 0.95, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
251	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
